,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
2064,metricsystem3,cnbc.com.58093,7,159,rater12,"""All of these devices should be at hand for the cops to use other than deadly physical force being used by a firearm because it's the only profession in America where the citizens give you the right to take your life,"" said Corey Pegues, former New York Police Department Deputy Inspector.","""Alle diese Geräte sollten den Polizisten zur Hand sein, um andere als tödliche physische Gewalt anzuwenden, die von einer Schusswaffe ausgeübt wird, da dies der einzige Beruf in Amerika ist, bei dem die Bürger Ihnen das Recht einräumen, sich das Leben zu nehmen"", sagte Corey Pegues, ehemaliger stellvertretender Inspektor des New Yorker Polizeidepartements.","„All diese Hilfsmittel sollten den Polizisten zur Verfügung stehen, um die tödliche körperliche Gewalt durch den Gebrauch einer Schusswaffe zu vermeiden, denn es ist der einzige Beruf in Amerika, bei dem der Bürger dir das Recht einräumt, ihm sein Leben zu nehmen,“ erklärte Corey Pegues, ehemaliger stellvertretender Inspektor der New Yorker Polizei.",-6,-1.3874215702810768
2065,metricsystem4,cnbc.com.58093,7,159,rater4,"""All of these devices should be at hand for the cops to use other than deadly physical force being used by a firearm because it's the only profession in America where the citizens give you the right to take your life,"" said Corey Pegues, former New York Police Department Deputy Inspector.","„All diese Geräte sollten den Polizisten zur Verfügung stehen, um andere als tödliche physische Gewalt anzuwenden, die von einer Schusswaffe verwendet wird, da es der einzige Beruf in Amerika ist, in dem die Bürger einem das Recht geben, sich das Leben zu nehmen“, sagte Corey Pegues, ehemaliger stellvertretender Inspektor der New Yorker Polizeibehörde.","„All diese Hilfsmittel sollten den Polizisten zur Verfügung stehen, um die tödliche körperliche Gewalt durch den Gebrauch einer Schusswaffe zu vermeiden, denn es ist der einzige Beruf in Amerika, bei dem der Bürger dir das Recht einräumt, ihm sein Leben zu nehmen,“ erklärte Corey Pegues, ehemaliger stellvertretender Inspektor der New Yorker Polizei.",-6,-1.7911594381488625
2066,metricsystem5,cnbc.com.58093,7,159,rater10,"""All of these devices should be at hand for the cops to use other than deadly physical force being used by a firearm because it's the only profession in America where the citizens give you the right to take your life,"" said Corey Pegues, former New York Police Department Deputy Inspector.","“All diese Geräte sollten für die Polizisten zur Hand sein, um andere als tödliche körperliche Gewalt anzuwenden, die von einer Schusswaffe verwendet wird, weil dies der einzige Beruf in Amerika ist, in dem die Bürger Ihnen das Recht geben, sich das Leben zu nehmen”, sagte Corey Pegues, ehemaliger stellvertretender Inspektor der New Yorker Polizeibehörde.","„All diese Hilfsmittel sollten den Polizisten zur Verfügung stehen, um die tödliche körperliche Gewalt durch den Gebrauch einer Schusswaffe zu vermeiden, denn es ist der einzige Beruf in Amerika, bei dem der Bürger dir das Recht einräumt, ihm sein Leben zu nehmen,“ erklärte Corey Pegues, ehemaliger stellvertretender Inspektor der New Yorker Polizei.",-10.1,-2.7562979221325365
2067,Facebook-AI,cnbc.com.58093,8,160,rater6,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein tragbares Gerät, das eine 8 Fuß lange Kevlarschnur herausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.6319180223880377
2068,HuaweiTSC,cnbc.com.58093,8,160,rater4,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das eine 8 Fuß lange Kevlarschnur ausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",-2,-0.1320532753958637
2069,Nemo,cnbc.com.58093,8,160,rater4,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das eine 8-Fuß-Kevlar-Schnur herausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",-1,0.282723265292386
2070,Online-W,cnbc.com.58093,8,160,rater11,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Hilfsmittel ist der Bola Wrap, ein Handgerät, das eine acht Fuß lange Kevlarschnur abschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.6970675701829652
2071,UEdin,cnbc.com.58093,8,160,rater1,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das eine 8-Fuß-Kevlarschnur ausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.31342974724568423
2072,VolcTrans-AT,cnbc.com.58093,8,160,rater2,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das eine 8 Fuß lange Kevlarschnur herausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.5824308458428316
2073,VolcTrans-GLAT,cnbc.com.58093,8,160,rater6,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Hilfsmittel ist der Bola Wrap, ein Handgerät, das eine drei Meter lange Kevlarschnur abschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.6319180223880377
2074,eTranslation,cnbc.com.58093,8,160,rater1,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das eine 8-Fuß-Kevlar-Schnur ausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.31342974724568423
2075,metricsystem1,cnbc.com.58093,8,160,rater13,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das ein 2,40 m langes Kevlar-Kabel herausschießt, das sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",0,0.9384013881445971
2076,metricsystem2,cnbc.com.58093,8,160,rater12,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das ein 8-Fuß-Kevlar-Kabel herausschießt, das einen Verdächtigen umwickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",-1,0.32786813318852326
2077,metricsystem3,cnbc.com.58093,8,160,rater12,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge ist das Bola Wrap, ein Handgerät, das ein 3 m langes Kevlar-Kabel herausschießt, das einen Verdächtigen umwickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",-1,0.32786813318852326
2078,metricsystem4,cnbc.com.58093,8,160,rater4,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das ein 8-Fuß-Kevlar-Kabel herausschießt, das sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",-2,-0.1320532753958637
2079,metricsystem5,cnbc.com.58093,8,160,rater10,"One of the newest tools is called the Bola Wrap, a handheld device that shoots out an 8-foot Kevlar cord that wraps around a suspect.","Eines der neuesten Werkzeuge heißt Bola Wrap, ein Handgerät, das eine 8-Fuß-Kevlar-Schnur ausschießt, die sich um einen Verdächtigen wickelt.","Eines der neuesten Mittel nennt sich Bola Wrap und ist ein tragbares Gerät, aus dem ein 2,5 Meter langes Kevlar-Kabel herausschießt, und sich um den Verdächtigen wickelt.",-5,-1.0170618970314382
2080,Facebook-AI,cnbc.com.58093,9,161,rater6,"There are Long Range Acoustic Devices, also known as sound canons, directed energy weapons that use lasers to heat a person's skin, new projectiles made from things like foam and chalk, stink bombs, and of course the Taser.","Es gibt Long Range Acoustic Devices, auch bekannt als Schallkanonen, gerichtete Energiewaffen, die Laser verwenden, um die Haut einer Person zu erhitzen, neue Geschosse aus Dingen wie Schaum und Kreide, Stinkbomben und natürlich den Taser.","Außerdem gibt es weitreichende, akustische Geräte, die auch als Klangkanonen bezeichnet werden, Energiewaffen, die die Haut einer Person durch Laser erwärmen, neue Projektile aus Materialien wie Schaum und Kalk, Stinkbomben und dann natürlich die Elektroschockpistole Taser.",0,0.6319180223880377
2081,HuaweiTSC,cnbc.com.58093,9,161,rater4,"There are Long Range Acoustic Devices, also known as sound canons, directed energy weapons that use lasers to heat a person's skin, new projectiles made from things like foam and chalk, stink bombs, and of course the Taser.","Es gibt Long Range Acoustic Devices, auch bekannt als Schallkanonen, gerichtete Energiewaffen, die mit Lasern die Haut einer Person erwärmen, neue Geschosse aus Dingen wie Schaum und Kreide, Stinkbomben und natürlich den Taser.","Außerdem gibt es weitreichende, akustische Geräte, die auch als Klangkanonen bezeichnet werden, Energiewaffen, die die Haut einer Person durch Laser erwärmen, neue Projektile aus Materialien wie Schaum und Kalk, Stinkbomben und dann natürlich die Elektroschockpistole Taser.",-1,0.282723265292386
2082,Nemo,cnbc.com.58093,9,161,rater4,"There are Long Range Acoustic Devices, also known as sound canons, directed energy weapons that use lasers to heat a person's skin, new projectiles made from things like foam and chalk, stink bombs, and of course the Taser.","Es gibt Long Range Acoustic Devices, auch als Schallkanonen bekannt, gerichtete Energiewaffen, die Laser verwenden, um die Haut einer Person zu erwärmen, neue Projektile aus Dingen wie Schaum und Kreide, Stinkbomben und natürlich den Taser.","Außerdem gibt es weitreichende, akustische Geräte, die auch als Klangkanonen bezeichnet werden, Energiewaffen, die die Haut einer Person durch Laser erwärmen, neue Projektile aus Materialien wie Schaum und Kalk, Stinkbomben und dann natürlich die Elektroschockpistole Taser.",-1,0.282723265292386
2083,Online-W,cnbc.com.58093,9,161,rater11,"There are Long Range Acoustic Devices, also known as sound canons, directed energy weapons that use lasers to heat a person's skin, new projectiles made from things like foam and chalk, stink bombs, and of course the Taser.","Es gibt akustische Langstreckengeräte, auch bekannt als Schallkanonen, gerichtete Energiewaffen, die Laser verwenden, um die Haut einer Person zu erhitzen, neue Projektile, die aus Dingen wie Schaum und Kreide hergestellt werden, Stinkbomben und natürlich den Taser.","Außerdem gibt es weitreichende, akustische Geräte, die auch als Klangkanonen bezeichnet werden, Energiewaffen, die die Haut einer Person durch Laser erwärmen, neue Projektile aus Materialien wie Schaum und Kalk, Stinkbomben und dann natürlich die Elektroschockpistole Taser.",0,0.6970675701829652
2084,UEdin,cnbc.com.58093,9,161,rater1,"There are Long Range Acoustic Devices, also known as sound canons, directed energy weapons that use lasers to heat a person's skin, new projectiles made from things like foam and chalk, stink bombs, and of course the Taser.","Es gibt Long Range Acoustic Devices, auch bekannt als Klangkanonen, gerichtete Energiewaffen, die Laser verwenden, um die Haut einer Person zu erhitzen, neue Geschosse aus Dingen wie Schaum und Kreide, Stinkbomben und natürlich den Taser.","Außerdem gibt es weitreichende, akustische Geräte, die auch als Klangkanonen bezeichnet werden, Energiewaffen, die die Haut einer Person durch Laser erwärmen, neue Projektile aus Materialien wie Schaum und Kalk, Stinkbomben und dann natürlich die Elektroschockpistole Taser.",-1,-0.3104292231396226
